"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"50023","IA","Des Moines-West Des Moines","Polk County","Ankeny",1722,1187.9,-0.0007,0.0025,-0.0114,14749
2019-10-31,"45342","OH","Dayton","Montgomery County","Miamisburg",1723,936.61,0.0247,0.0431,0.0417,11938
2019-10-31,"33131","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",1724,2285.29,0.0092,0.0064,-0.018,31481
2019-10-31,"60477","IL","Chicago-Naperville-Elgin","Cook County","Tinley Park",1725,1536.23,-0.0107,-0.0051,-0.0193,16296
2019-10-31,"02130","MA","Boston-Cambridge-Newton","Suffolk County","Boston",1726,2878.01,-0.016,-0.0111,0.0819,13828
2019-10-31,"39047","MS","Jackson","Rankin County","Brandon",1727,1273.98,-0.0023,-0.0002,0.0259,15120
2019-10-31,"49503","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",1728,1375.74,0.011,0.0163,0.0491,11629
2019-10-31,"92660","CA","Los Angeles-Long Beach-Anaheim","Orange County","Newport Beach",1729,3682.38,0.0024,0.0084,0.0095,13306
2019-10-31,"92040","CA","San Diego-Carlsbad","San Diego County","Lakeside",1730,2318.76,0.0068,0.0192,0.071,11100
2019-10-31,"07036","NJ","New York-Newark-Jersey City","Union County","Linden",1731,1791.56,0.01,0.0167,0.0239,11183
2019-10-31,"85704","AZ","Tucson","Pima County","Tucson",1732,1379.43,0.0067,0.0167,0.0445,11487
2019-10-31,"22901","VA","Charlottesville","Albemarle County","Charlottesville",1733,1490.42,0.0058,0.0088,0.0191,14382
2019-10-31,"85635","AZ","Sierra Vista-Douglas","Cochise County","Sierra Vista",1734,993.43,0.0435,0.0648,0.0739,12313
2019-10-31,"70605","LA","Lake Charles","Calcasieu Parish","Lake Charles",1735,1275.79,-0.022,-0.028,-0.1548,1626
2019-10-31,"70560","LA","Lafayette","Iberia Parish","New Iberia",1736,794.68,-0.0329,-0.0438,-0.0527,1050
2019-10-31,"42420","KY","Evansville","Henderson County","Henderson",1737,844.13,0.017,0.0182,-0.0078,12196
2019-10-31,"60707","IL","Chicago-Naperville-Elgin","Cook County","Elmwood Park",1738,1508.16,-0.0363,-0.027,-0.0156,13284
2019-10-31,"90275","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Rancho Palos Verdes",1739,3620.11,0.0259,0.0283,-0.0147,16411
2019-10-31,"30134","GA","Atlanta-Sandy Springs-Roswell","Douglas County","Douglasville",1740,1257.96,0.0412,0.0492,0.0612,16511
2019-10-31,"30038","GA","Atlanta-Sandy Springs-Roswell","Dekalb County","Lithonia",1741,1181.76,0.0147,0.0276,0.0732,16097
2019-10-31,"95240","CA","Stockton-Lodi","San Joaquin County","Lodi",1742,1658.07,0.0135,0.0285,0.0439,11518
2019-10-31,"27893","NC","Wilson","Wilson County","Wilson",1743,786.68,0.0053,0.0208,-0.0312,12068
2019-10-31,"78574","TX","McAllen-Edinburg-Mission","Hidalgo County","Mission",1744,784.43,-0.0164,-0.0227,-0.0264,13117
2019-10-31,"30132","GA","Atlanta-Sandy Springs-Roswell","Paulding County","Dallas",1745,1382.29,0.0172,0.0304,0.0356,16029
2019-10-31,"20032","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",1746,1785.34,0.0092,-0.0048,-0.0758,5753
2019-10-31,"02128","MA","Boston-Cambridge-Newton","Suffolk County","Boston",1747,2645.43,-0.0291,-0.009,0.0724,10315
2019-10-31,"85226","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",1748,1452.4,0.0171,0.0317,0.0611,14839
2019-10-31,"85015","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",1749,1286.65,0.0147,0.0267,0.0785,11010
2019-10-31,"91605","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",1750,2513.35,-0.0088,-0.0035,-0.0256,8841
2019-10-31,"95136","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1751,3243.57,-0.0077,-0.0011,0.0078,11660
2019-10-31,"02472","MA","Boston-Cambridge-Newton","Middlesex County","Watertown",1752,2612.66,-0.0108,0.0111,0.0473,13817
2019-10-31,"78232","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1753,1379.2,-0.0064,-0.004,0.0482,11581
2019-10-31,"11249","NY","New York-Newark-Jersey City","Kings County","New York",1754,3432.02,-0.0013,0,0.1464,6301
2019-10-31,"06360","CT","Norwich-New London","New London County","Norwich",1755,1222.27,0.0142,0.0329,0.0239,14149
2019-10-31,"11550","NY","New York-Newark-Jersey City","Nassau County","Town of Hempstead",1756,2493.08,-0.0068,-0.0032,0.0024,11214
2019-10-31,"60120","IL","Chicago-Naperville-Elgin","Kane County","Elgin",1757,1368.48,0.0069,-0.0033,0.0135,14453
2019-10-31,"60025","IL","Chicago-Naperville-Elgin","Cook County","Glenview",1758,2048.13,-0.0026,0.0117,0.0332,15858
2019-10-31,"32738","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Deltona",1759,1284.06,0.0027,-0.0005,-0.0244,17880
2019-10-31,"98503","WA","Olympia-Tumwater","Thurston County","Lacey",1760,1588.55,0.0104,0.0352,0.0292,11554
2019-10-31,"33624","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Greater Carrollwood",1761,1411.22,0.0111,0.0191,0.045,15528
2019-10-31,"36608","AL","Mobile","Mobile County","Mobile",1762,1069.98,0.0156,0.0311,0.0468,12084
2019-10-31,"38125","TN","Memphis","Shelby County","Memphis",1763,1292.3,0.0105,0.0137,0.0227,13695
2019-10-31,"14624","NY","Rochester","Monroe County","Chili",1764,1250.91,0.0198,0.0146,0.0047,14053
2019-10-31,"80205","CO","Denver-Aurora-Lakewood","Denver County","Denver",1765,1887.85,0.0067,0.0154,0.03,13256
2019-10-31,"75028","TX","Dallas-Fort Worth-Arlington","Denton County","Flower Mound",1766,1814.49,-0.0224,-0.0546,0.0197,15746
2019-10-31,"86314","AZ","Prescott","Yavapai County","Prescott Valley",1767,1401.75,0.0142,0.0261,0.026,13895
2019-10-31,"93304","CA","Bakersfield","Kern County","Bakersfield",1768,1147.64,0.0077,0.0176,0.0318,12639
2019-10-31,"97217","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1769,1930.15,0.0437,0.0752,0.0603,13949
2019-10-31,"36301","AL","Dothan","Houston County","Dothan",1770,845.05,0.0279,0.0232,-0.0519,13990
2019-10-31,"34145","FL","Naples-Immokalee-Marco Island","Collier County","Marco Island",1771,4331.05,0.0302,-0.0099,0.2157,23168
2019-10-31,"08861","NJ","New York-Newark-Jersey City","Middlesex County","Perth Amboy",1772,1825.14,-0.0008,0.0027,-0.0094,9919
2019-10-31,"38671","MS","Memphis","DeSoto County","Southaven",1773,1091.2,0.0126,0.0148,0.033,12357
2019-10-31,"80909","CO","Colorado Springs","El Paso County","Colorado Springs",1774,1381.61,0.0221,0.0378,0.033,11529
2019-10-31,"48146","MI","Detroit-Warren-Dearborn","Wayne County","Lincoln Park",1775,894.66,0.0219,0.0348,0.0019,15299
2019-10-31,"85745","AZ","Tucson","Pima County","Tucson",1776,1183.21,0.0094,0.0224,0.086,13740
2019-10-31,"84121","UT","Salt Lake City","Salt Lake County","Cottonwood Heights",1777,1721.24,0.0018,0.0105,0.0379,17353
2019-10-31,"99504","AK","Anchorage","Anchorage Borough","Anchorage",1778,1582.51,0.001,0.0018,-0.0142,14124
2019-10-31,"90745","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Carson",1779,2457.52,-0.0052,-0.0025,-0.0044,13623
2019-10-31,"88310","NM","Alamogordo","Otero County","Alamogordo",1780,950.61,0.0103,0.0185,0.0055,13628
2019-10-31,"95826","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Rosemont",1781,1703.71,0.0029,0.0076,0.0186,12708
2019-10-31,"33018","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Hialeah",1782,1864.29,0.007,0.0116,0.0051,17987
2019-10-31,"85730","AZ","Tucson","Pima County","Tucson",1783,1123.19,0.009,0.0137,0.0693,13522
2019-10-31,"48910","MI","Lansing-East Lansing","Ingham County","Lansing",1784,889.37,0.0347,0.0425,0.0163,13128
2019-10-31,"80227","CO","Denver-Aurora-Lakewood","Jefferson County","Lakewood",1785,1636,-0.0012,0.0065,-0.0064,12794
2019-10-31,"80021","CO","Denver-Aurora-Lakewood","Adams County","Westminster",1786,1867.14,0.0012,0.0071,0.029,12641
2019-10-31,"48047","MI","Detroit-Warren-Dearborn","Macomb County","Chesterfield",1787,1155.79,-0.0089,-0.0073,0.0119,15651
2019-10-31,"30316","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",1788,1520.63,0.0352,0.0573,0.0952,16223
2019-10-31,"37363","TN","Chattanooga","Hamilton County","Ooltewah",1789,1288.23,0.0047,0.0106,0.0034,14740
2019-10-31,"32818","FL","Orlando-Kissimmee-Sanford","Orange County","Pine Hills",1790,1372.3,0.0056,0.0192,0.0136,12786
2019-10-31,"33172","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Fountainbleau",1791,1864.19,0.0172,0.0315,0.0141,15668
2019-10-31,"76021","TX","Dallas-Fort Worth-Arlington","Tarrant County","Bedford",1792,1534.42,0.0079,0.0149,0.0322,11075
2019-10-31,"91764","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Ontario",1793,2042.46,0.0033,0.01,0.0122,12519
2019-10-31,"95403","CA","Santa Rosa","Sonoma County","Santa Rosa",1794,2597.79,-0.0009,0.0069,-0.045,10892
2019-10-31,"32207","FL","Jacksonville","Duval County","Jacksonville",1795,1240.97,0.0032,0.0109,0.0343,14505
2019-10-31,"19063","PA","Philadelphia-Camden-Wilmington","Delaware County","Middletown Township",1796,1685.21,-0.0144,0.0438,0.0884,12444
2019-10-31,"33401","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","West Palm Beach",1797,1588.25,0.0014,0.0017,-0.0006,16639
2019-10-31,"93611","CA","Fresno","Fresno County","Clovis",1798,1490.93,0.0157,0.0154,0.0044,14993
2019-10-31,"83501","ID","Lewiston","Nez Perce County","Lewiston",1799,1141.7,0.0527,0.0582,0.1437,12702
2019-10-31,"95821","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Arden-Arcade",1800,1697.48,0.015,0.0277,0.0327,9144
2019-10-31,"84010","UT","Ogden-Clearfield","Davis County","Bountiful",1801,1465.85,-0.0068,0.0021,0.0152,14720
2019-10-31,"20748","MD","Washington-Arlington-Alexandria","Prince Georges County","Temple Hills",1802,1555.52,0.0116,0.004,0.046,11877
2019-10-31,"46385","IN","Chicago-Naperville-Elgin","Porter County","Valparaiso",1803,1176.54,-0.028,-0.006,-0.0226,16277
2019-10-31,"33771","FL","Tampa-St. Petersburg-Clearwater","Pinellas County","Largo",1804,1317.45,0.0079,0.0074,0.0045,7483
2019-10-31,"30252","GA","Atlanta-Sandy Springs-Roswell","Henry County","McDonough",1805,1434.54,0.019,0.0337,0.0309,19220
2019-10-31,"80203","CO","Denver-Aurora-Lakewood","Denver County","Denver",1806,1827.34,-0.0002,0.0094,0.0177,9200
2019-10-31,"92584","CA","Riverside-San Bernardino-Ontario","Riverside County","Menifee",1807,2073.69,0.0073,0.0155,0.0597,16522
2019-10-31,"75050","TX","Dallas-Fort Worth-Arlington","Dallas County","Grand Prairie",1808,1345.7,-0.004,-0.0084,0.0231,9589
2019-10-31,"30019","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Dacula",1809,1557.55,0.0077,0.0287,0.005,19039
2019-10-31,"60563","IL","Chicago-Naperville-Elgin","DuPage County","Naperville",1810,1578.55,-0.0018,-0.0036,-0.0002,12638
2019-10-31,"85051","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",1811,1281.64,0.0198,0.0308,0.0676,13049
2019-10-31,"60540","IL","Chicago-Naperville-Elgin","DuPage County","Naperville",1812,1647.05,-0.0033,-0.0013,-0.0005,16654
2019-10-31,"90804","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",1813,2173.33,0.0072,0.0112,-0.0158,7150
2019-10-31,"80524","CO","Fort Collins","Larimer County","Fort Collins",1814,1744.7,-0.0021,0.0006,0.0263,12631
2019-10-31,"98382","WA","Port Angeles","Clallam County","Sequim",1815,1607.24,0.0368,0.0419,0.0337,13966
2019-10-31,"38134","TN","Memphis","Shelby County","Memphis",1816,994.46,0.0218,0.0477,0.0389,11124
2019-10-31,"55119","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",1817,1329.96,-0.0039,-0.0034,0.0137,11870
2019-10-31,"79925","TX","El Paso","El Paso County","El Paso",1818,913.77,0.0105,0.0055,-0.0345,10308
2019-10-31,"95667","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County","Placerville",1819,1916.62,-0.0072,-0.0024,0.0152,12646
2019-10-31,"72450","AR","Paragould","Greene County","Paragould",1820,727.52,-0.0009,-0.0057,-0.0574,6107
2019-10-31,"95127","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1821,3061.1,-0.0066,-0.0133,-0.0079,14714
2019-10-31,"91016","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Monrovia",1822,2501.3,0.0118,0.0186,0.0034,11237
2019-10-31,"95476","CA","Santa Rosa","Sonoma County","Sonoma",1823,2810.02,0.0055,0.014,-0.0131,12496
2019-10-31,"95111","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1824,3087.67,-0.0107,-0.0095,-0.0122,11507
2019-10-31,"70118","LA","New Orleans-Metairie","Orleans Parish","New Orleans",1825,1462.06,-0.0004,0.0014,0.0116,1581
2019-10-31,"30165","GA","Rome","Floyd County","Rome",1826,887.7,-0.0212,-0.0302,0.0482,13876
2019-10-31,"22033","VA","Washington-Arlington-Alexandria","Fairfax County","Fairfax",1827,2327.73,-0.0144,-0.0173,0.0866,16980
2019-10-31,"33040","FL","Key West","Monroe County","Key West",1828,3113.86,0.0144,0.0008,-0.0235,12500
2019-10-31,"95062","CA","Santa Cruz-Watsonville","Santa Cruz County","Santa Cruz",1829,3176.05,-0.02,-0.0033,-0.0045,10750
2019-10-31,"27560","NC","Raleigh","Wake County","Morrisville",1830,1391.07,-0.0001,0.0164,0.0029,11675
2019-10-31,"21045","MD","Baltimore-Columbia-Towson","Howard County","Columbia",1831,1860.23,0.0175,0.0276,0.0442,13822
2019-10-31,"50315","IA","Des Moines-West Des Moines","Polk County","Des Moines",1832,1008.86,-0.0045,0.007,-0.0074,12222
2019-10-31,"29461","SC","Charleston-North Charleston","Berkeley County","Moncks Corner",1833,1507.04,0.0213,0.0212,0.0635,10651
2019-10-31,"12601","NY","New York-Newark-Jersey City","Dutchess County","Town of Poughkeepsie",1834,1570.53,0.0139,0.0217,0.0405,11661
2019-10-31,"38116","TN","Memphis","Shelby County","Memphis",1835,925.73,0.0126,0.0182,0.0095,10098
2019-10-31,"38127","TN","Memphis","Shelby County","Memphis",1836,716.13,0.0336,0.0408,0.0464,15346
2019-10-31,"95126","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1837,3142.33,0.0011,0.0037,0.0118,8329
2019-10-31,"70458","LA","New Orleans-Metairie","Saint Tammany Parish","Slidell",1838,1200.35,0.0063,0.0086,-0.0115,11552
2019-10-31,"80906","CO","Colorado Springs","El Paso County","Colorado Springs",1839,1555.39,0.0056,0.019,0.0457,13566
2019-10-31,"07753","NJ","New York-Newark-Jersey City","Monmouth County","Neptune Township",1840,2055.48,0.0005,0.0059,0.0038,12754
2019-10-31,"21060","MD","Baltimore-Columbia-Towson","Anne Arundel County","Glen Burnie",1841,1590.92,-0.0013,-0.0072,-0.0103,13679
2019-10-31,"43213","OH","Columbus","Franklin County","Whitehall",1842,1100.22,0.0076,0.0143,-0.0196,10417
2019-10-31,"32707","FL","Orlando-Kissimmee-Sanford","Seminole County","Casselberry",1843,1406.32,-0.0027,0.0048,-0.0119,13953
2019-10-31,"32811","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",1844,1291.75,0.0113,0.0158,0.0237,13835
2019-10-31,"45373","OH","Dayton","Miami County","Troy",1845,976.63,-0.0012,0.0182,0.0161,12854
2019-10-31,"76904","TX","San Angelo","Tom Green County","San Angelo",1846,1147.91,-0.0363,-0.0604,-0.1162,12046
2019-10-31,"30152","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Kennesaw",1847,1437.94,-0.0011,0.0031,0.0059,16637
2019-10-31,"94901","CA","San Francisco-Oakland-Hayward","Marin County","San Rafael",1848,3434.94,-0.003,0.0006,-0.0201,10587
2019-10-31,"63701","MO","Cape Girardeau","Cape Girardeau County","Cape Girardeau",1849,879.27,0.0257,0.0504,0.0126,12098
2019-10-31,"60653","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1850,1572.92,-0.0233,-0.0154,0.0035,7153
2019-10-31,"94606","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",1851,2944.85,0.0178,0.0282,0.0118,6181
2019-10-31,"78041","TX","Laredo","Webb County","Laredo",1852,1080.38,-0.0184,-0.012,-0.0447,9881
2019-10-31,"84321","UT","Logan","Cache County","Logan",1853,1048.32,0.0585,0.0674,0.0037,14108
2019-10-31,"48105","MI","Ann Arbor","Washtenaw County","Ann Arbor",1854,1692.68,-0.0242,-0.0651,-0.0773,10091
2019-10-31,"73170","OK","Oklahoma City","Oklahoma County","Oklahoma City",1855,1124.69,-0.0085,-0.0031,-0.048,15078
2019-10-31,"91913","CA","San Diego-Carlsbad","San Diego County","Chula Vista",1856,2524.6,0.0086,0.0197,0.0191,16081
2019-10-31,"33428","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Boca Raton",1857,1977.4,0.0093,0.0175,0.0182,17514
2019-10-31,"11743","NY","New York-Newark-Jersey City","Suffolk County","Huntington",1858,2880.4,-0.0099,-0.0046,-0.0096,3021
2019-10-31,"90815","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",1859,2428.38,-0.0018,0.0042,0.0065,13908
2019-10-31,"92506","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",1860,2260.74,0.0066,0.0242,0.0234,15235
2019-10-31,"55423","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Richfield",1861,1428.53,0.0078,0.0022,0.0195,12155
2019-10-31,"27530","NC","Goldsboro","Wayne County","Goldsboro",1862,983.08,-0.0089,-0.007,-0.071,13834
2019-10-31,"27502","NC","Raleigh","Wake County","Apex",1863,1507.07,-0.0057,0.0027,0.0127,15765
2019-10-31,"49120","MI","Niles-Benton Harbor","Berrien County","Niles",1864,889.84,0.0208,0.0061,0.0066,5698
2019-10-31,"31313","GA","Hinesville","Liberty County","Hinesville",1865,933.02,0.0008,0.0078,-0.0139,17366
2019-10-31,"30213","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Fairburn",1866,1253.5,0.0009,0.0081,0.0303,16802
2019-10-31,"71203","LA","Monroe","Ouachita Parish","Monroe",1867,847.02,-0.0298,-0.0333,-0.0625,5898
2019-10-31,"71854","AR","Texarkana","Miller County","Texarkana",1868,766.5,0.0047,-0.0138,-0.0759,11807
2019-10-31,"89101","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",1869,1232.15,0.0107,0.033,0.1413,7721
2019-10-31,"93455","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Maria",1870,2107.26,0.0112,0.0108,0.064,15352
2019-10-31,"83706","ID","Boise City","Ada County","Boise",1871,1459.57,0.0139,0.0406,0.0852,12063
2019-10-31,"75154","TX","Dallas-Fort Worth-Arlington","Ellis County","Red Oak",1872,1517.18,0.0025,0.0323,0.1273,13523
2019-10-31,"34232","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",1873,1568.47,-0.0036,-0.015,-0.0115,16645
2019-10-31,"08094","NJ","Philadelphia-Camden-Wilmington","Gloucester County","Monroe Township",1874,1483.88,0.0007,-0.0062,-0.002,13268
2019-10-31,"28208","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",1875,1280.45,0.0403,0.0574,0.0866,12463
2019-10-31,"89128","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",1876,1363.94,0.0149,0.0224,0.0573,17014
2019-10-31,"31405","GA","Savannah","Chatham County","Savannah",1877,1300.72,0.0004,0.0088,0.0411,12437
2019-10-31,"49203","MI","Jackson","Jackson County","Jackson",1878,829.01,0.0302,0.0382,0.0389,2099
2019-10-31,"97224","OR","Portland-Vancouver-Hillsboro","Washington County","Tigard",1879,1617.6,0.0093,0.0207,0.0164,11025
2019-10-31,"73112","OK","Oklahoma City","Oklahoma County","Oklahoma City",1880,972.09,0.0017,0.0106,-0.0027,11987
2019-10-31,"61704","IL","Bloomington","McLean County","Bloomington",1881,897.59,0.0011,0.0018,-0.0238,1433
2019-10-31,"84020","UT","Salt Lake City","Salt Lake County","Draper",1882,1727.45,0.0041,0.0182,0.0383,16783
2019-10-31,"30305","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",1883,2156.73,0.0035,0.0167,0.0965,15064
2019-10-31,"49221","MI","Adrian","Lenawee County","Adrian",1884,863,-0.0091,0.0061,-0.0189,11170
2019-10-31,"43110","OH","Columbus","Franklin County","Columbus",1885,1208.55,0.0082,-0.0091,-0.0407,12938
2019-10-31,"58078","ND","Fargo","Cass County","West Fargo",1886,1000.55,0.0023,-0.0334,-0.0709,2047
2019-10-31,"33880","FL","Lakeland-Winter Haven","Polk County","Winter Haven",1887,1108.11,0.0168,0.0352,0.0443,12241
2019-10-31,"33573","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Sun City Center",1888,1463.82,0.026,0.0307,0.0504,19019
2019-10-31,"33611","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",1889,1576.61,-0.0016,0.0095,0.0395,15487
2019-10-31,"74136","OK","Tulsa","Tulsa County","Tulsa",1890,919.01,0.0002,0.0016,-0.0129,8853
2019-10-31,"46219","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",1891,879.98,0.0171,0.0149,-0.0133,12980
2019-10-31,"49508","MI","Grand Rapids-Wyoming","Kent County","Kentwood",1892,1374.11,0.0163,0.0394,0.0513,11294
2019-10-31,"95926","CA","Chico","Butte County","Chico",1893,1801.9,0.0189,0.0502,0.2038,9868
